sample,genome,taxonomy,source
Ga0485176,Ga0485176__vRhyme_bin_343,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1075,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_876,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_312,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_614,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Marseilleviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_201,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_709,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1197,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_304,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_827,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_199,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_507,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_25,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_768,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_169,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_381,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_411,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_158,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_634,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1112,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_335,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_730,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_71,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1174,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_443,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1165,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_123,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_306,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_776,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_121,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_646,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1191,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_388,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_112,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_525,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_595,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_637,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_650,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1146,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_991,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_50,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1120,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_338,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_366,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_476,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_450,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_642,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_316,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_387,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_230,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_735,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_257,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_2,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_466,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_266,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1006,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_661,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_919,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_222,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_881,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_705,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_1127,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_391,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_49,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_814,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_660,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_494,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_100,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_226,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_458,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_648,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_928,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_411,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_bin_365,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_981,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_584,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485176,Ga0485176__vRhyme_unbinned_698,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_270,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_989,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_238,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_464,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_349,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_728,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_986,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485176,Ga0485176__vRhyme_unbinned_320,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
Ga0485179,Ga0485179__vRhyme_unbinned_339,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_496,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_470,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_258,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_262,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_60,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_227,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_468,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Stenotrophomonas phage S1,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_361,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_360,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;Bodo saltans virus,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_82,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_152,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_326,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pseudomonas phage vB_PaeM_PA5oct,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_121,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_532,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_325,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_268,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_429,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;NA;Synechococcus phage S-SRM01,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_222,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_508,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Seussvirus;Caulobacter phage Seuss,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_476,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_369,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Lightbulbvirus;Cellulophaga phage phi4:1,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_377,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_529,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_263,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_338,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Sphingomonas phage PAU,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_441,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Rauchvirus;Bordetella phage BPP-1,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_160,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_183,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_177,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Synechococcus phage S-CBS4,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_505,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_142,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Immutovirus;Flavobacterium phage vB_FspM_immuto_2-6A,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_497,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Menderavirus;Stenotrophomonas phage Moby,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_167,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Borockvirus;Streptomyces phage BRock,NCBI RefSeq viral protein searching
Ga0485179,Ga0485179__vRhyme_unbinned_148,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_130,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_100,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_511,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_153,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_415,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_50,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_93,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_449,Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_47,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_2,Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_514,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_368,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_253,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_84,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_131,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_425,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_134,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_161,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_122,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_4,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_158,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_539,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_85,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_83,Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_9,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_418,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_359,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_49,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_168,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_517,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_bin_114,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
Ga0485179,Ga0485179__vRhyme_unbinned_118,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae;NA;NA,marker VOG HMM searching
